sentence,labels
"Arsalan Sufyan ki shaadi 3-January ko hai, invitation sent.",B-PER I-PER O O B-DATE O O O O
'Agar tum aa sako to' Umair ne kaha 'kal subha hi chalein'.,O O O O O B-PER O O O O O O
'Agar tumh aa sako to' Ghazanfar Farah ne kaha 'kal subha hi chalein'.,O O O O O B-PER I-PER O O O O O O
Mehreen ne tablet kharida lekin delivery delay ho gayi.,B-PER O B-PRODUCT O O O O O O
Khadija Rashid aur Ehsan aj market gaye thay; phir cafe me coffee pi.,B-PER I-PER O B-PER O O O O O O O O O
Vaseem ne Rumi Mira ko birthday wish ki via WhatsApp message.,B-PER O B-PER I-PER O O O O O O O
"Kiran ne Shanzay Sara ko phone gift kiya, dono khush.",B-PER O B-PER I-PER O B-PRODUCT O O O O
Imran se Rawalpindi travel kar rhi hai; accommodation arranged.,B-PER O B-LOC O O O O O O
"City College ka CEO Hassan hai aur woh aaj press conference karenge, media invited.",B-ORG I-ORG O O B-PER O O O O O O O O O
Ibrahim library me assignment likh rhi thi jab bijli chali gayi.,B-PER O O O O O O O O O O
PTCL ka office Defense Phase II me hai; contact number 0300-1234567.,B-ORG O O B-LOC I-LOC I-LOC O O O O O
"Sufyan Sadia (jo Dr. hai) Peshawar se wapas aaega, phir apna laptop check karega.",B-PER I-PER O O O B-LOC O O O O O O O O
Tabish Beenish ne online USB phone order kiya aur delivery pending hai - tracking shows delay.,B-PER I-PER O O B-PRODUCT I-PRODUCT O O O O O O O O O O
"Rumi ka address: House No. 5, Old Lahore; phone 042-111222333.",B-PER O O O O O O B-LOC O O
"Cyrus Bilqis ne Shahroz ko second-hand laptop gift kiya, dono khush.",B-PER I-PER O B-PER O B-PRODUCT I-PRODUCT O O O O
Aaj Yasir ne project submit kiya; supervisor ne appreciate kiya.,O B-PER O O O O O O O O
Sarfaraz Imran aur Cyrus aj shopping mall gaye - parking paid thi.,B-PER I-PER O B-PER O O O O O O O O
"Khalil Laila ki shaadi kal ko hai, invitation sent.",B-PER I-PER O O B-DATE O O O O
Belal aur Yumna Irfan aj market gaye thay; phir cafe me coffee pi.,B-PER O B-PER I-PER O O O O O O O O O
Areeba se Defense Phase II travel kar rhi hai; accommodation arranged.,B-PER O B-LOC I-LOC I-LOC O O O O O O
Minahil Imran ki meeting kal ko City Hospital me scheduled hai - confirm karo.,B-PER I-PER O O B-DATE O B-ORG I-ORG O O O O O O
Erum Bashir ki tabiyat theek? kal check karwalo; doctor appointment set hai.,B-PER B-PER O O O O O O O O O O
Junaid Pervaiz ko laptop pasand aaya lekin price zyada tha.,B-PER I-PER O B-PRODUCT O O O O O O
Zeeshan Faisal ko iPhone 12 pasand aaya lekin price zyada tha.,B-PER I-PER O B-PRODUCT I-PRODUCT O O O O O O
Farah Tania fruit bana rhi hai kyunki unko healthy rehna hai.,B-PER I-PER O O O O O O O O O
Javeria ne laptop kharida lekin delivery delay ho gayi.,B-PER O B-PRODUCT O O O O O O
"Adeel ne Irfan Sara ko motorcycle gift kiya, dono khush.",B-PER O B-PER I-PER O B-PRODUCT O O O O
Waseem Rameez aur Nida aj shopping mall gaye - parking paid thi.,B-PER I-PER O B-PER O O O O O O O O
Waseem Rida ne laptop ghar bheja; tracking no. ABC123.,B-PER I-PER O B-PRODUCT O O O O O
Javeria Umar - Lahore - aj; short note.,B-PER I-PER O B-LOC O O O O
Anam Shameem ne conference attend kiya aur report submit ki.,B-PER I-PER O B-EVENT O O O O O O
Noman Sara aj Careem me kaam krta hai aur meeting rakhni thi.,B-PER I-PER O B-ORG O O O O O O O O
Subha subha Usman Defense Phase II pohoncha; phir hotel check-in ki aur rest liya.,O O B-PER B-LOC I-LOC I-LOC O O O O O O O O
"Gulzar Laila ne apna phone sell kar diya aur naya phone liya, refund pending.",B-PER I-PER O O B-PRODUCT O O O O O O O O O
"Sana ka address: House No. 5, Old Lahore; phone 042-111222333.",B-PER O O O O O O O O O
Kal Hafsa subha hackathon me jaega aur uske baad class hogi.,O B-PER B-DATE B-EVENT O O O O O O O
Rumi Mira aj Karachi Press me kaam krta hai aur meeting rakhni thi.,B-PER I-PER O B-ORG I-ORG O O O O O O O O
Dua se Defense Phase II se wapas aa rha tha jab traffica jam ho gaya.,B-PER O B-LOC I-LOC I-LOC O O O O O O O O O O
Komal Irfan se Peshawar jaegi aur jakr parhai kregi.,B-PER B-PER O B-LOC O O O O O
Laila aj National University me kaam krta hai aur meeting rakhni thi.,B-PER O B-ORG I-ORG O O O O O O O O
"Ali Haroon ne apna electric scooter sell kar diya aur naya phone liya, refund pending.",B-PER I-PER O O B-PRODUCT I-PRODUCT O O O O O O O O O
Faisal Haroon ne apni behn ke liye electric scooter kharida aur gift diya.,B-PER I-PER O O O O O B-PRODUCT I-PRODUCT O O O O
"Zarah ne apna second-hand laptop sell kar diya aur naya phone liya, refund pending.",B-PER O O B-PRODUCT I-PRODUCT O O O O O O O O O
Ahmed Hafsa - Faisalabad - aj; short note.,B-PER I-PER O B-LOC O O O O
Usman Sarfaraz - Gujranwala - aj; short note.,B-PER I-PER O B-LOC O O O O
Hafsa apni dost ke sath North Karachi jaegi kyunki shopping zaroori thi.,B-PER O O O O B-LOC I-LOC O O O O O
Nadia fruit bana rhi hai kyunki unko healthy rehna hai.,B-PER O O O O O O O O O
Metro Hospital ka office Lahore me hai; contact number 0300-1234567.,B-ORG I-ORG O O B-LOC O O O O O
Saima Kashif aur Arsalan aj market gaye thay; phir cafe me coffee pi.,B-PER I-PER O B-PER O O O O O O O O O
Aftab Sarfaraz ne electric scooter kharida lekin delivery delay ho gayi.,B-PER I-PER O B-PRODUCT I-PRODUCT O O O O O O
Komal apni dost ke sath Gulberg jaegi kyunki shopping zaroori thi.,B-PER O O O O B-LOC O O O O O
Iqra ki tabiyat theek nahi hai - doctor bula lo.,B-PER O O O O O O O O O
"Javeria Yumna ka address: House No. 5, Old Lahore; phone 042-111222333.",B-PER I-PER O O O O O O O O O
Kal Shehryar subha meeting me jaega aur uske baad class hogi.,O B-PER O B-EVENT O O O O O O O
"Fizza ne Arsalan Sufyan ko book gift kiya, dono khush.",B-PER O B-PER I-PER O B-PRODUCT O O O O
"Fatima Noor ne apna electric scooter sell kar diya aur naya phone liya, refund pending.",B-PER I-PER O O B-PRODUCT I-PRODUCT O O O O O O O O O
"Jab Yumna ghar pohoncha, usne dekha ke Mira wahan pehle se maujood tha; dono gaye.",O B-PER O O O O O B-PER O O O O O O O
Arsalan ne online laptop order kiya aur delivery pending hai - tracking shows delay.,B-PER O O B-PRODUCT O O O O O O O O O O
"Rabiya Nawal ne Imran ko iPhone 12 gift kiya, dono khush.",B-PER I-PER O B-PER O B-PRODUCT I-PRODUCT O O O O
Kya Aftab Sarfaraz ko pata hai ke Sialkot me exam cancel hogaya? ye serious issue hai.,O B-PER I-PER O O O O B-LOC O O O O O O O O
Subha subha Anam Shameem Pindi Cantt pohoncha; phir hotel check-in ki aur rest liya.,O O B-PER I-PER B-LOC I-LOC O O O O O O O O
Kal Qusdia subha blood drive me jaega aur uske baad class hogi.,O B-PER O B-EVENT I-EVENT O O O O O O O
Javeria Umar aj HBL me kaam krta hai aur meeting rakhni thi.,B-PER I-PER O B-ORG O O O O O O O O
Komal Irfan se Islamabad Sector G-8 jaegi aur jakr parhai kregi.,B-PER I-PER O B-LOC I-LOC I-LOC O O O O O
Qasim se Korangi Industrial Area jaegi aur jakr parhai kregi.,B-PER O B-LOC I-LOC I-LOC O O O O O
Subha subha Ehsan Khadija Gulberg pohoncha; phir hotel check-in ki aur rest liya.,O B-DATE B-PER I-PER B-LOC O O O O O O O O
Sadia Noreen se Gujranwala jaegi aur jakr parhai kregi.,B-PER I-PER O B-LOC O O O O O
Mira ne online camera order kiya aur delivery pending hai - tracking shows delay.,B-PER O O B-PRODUCT O O O O O O O O O O
Thair fruit bana rhi hai kyunki unko healthy rehna hai.,B-PER O O O O O O O O O
Noor - Old Lahore - aj; short note.h,B-PER O B-LOC I-LOC O O O O
Fatima ki meeting 3-Jan ko City Hospital me scheduleda hai - confirm karo.,B-PER O O B-DATE O B-ORG I-ORG O O O O O O
Aftab fruit bana rhi hai kyunki unko healthy rehna hai.,B-PER O O O O O O O O O
"Javeria Umar ne apna motorcycle sell kar diya aur naya phone liya, refund pending.",B-PER I-PER O O B-PRODUCT O O O O O O O O O
Kya tumne Rana Tahir ka message dekha? woh Rawalpindi me hain and unreachable.,O O B-PER I-PER O O O O B-LOC O O O O
Qasim ne Waseem Rida ko birthday wish ki via WhatsApp message.,B-PER O B-PER I-PER O O O O O O O
Adeel university me khana kha rha tha.,B-PER O O O O O O
Mira - Lahore - aj; short note.,B-PER O B-LOC O O O O
Noman Gulzar university me khana kha rha tha.h,B-PER I-PER O O O O O O
Areeba library me assignment likh rhi thi jab bijli chali gayi.,B-PER O O O O O O O O O O
Aaj Mira ne project submit kiya; supervisor ne appreciate kiya.,O B-PER O O O O O O O O
Kal Javeria subha wedding me jaega aur uske baad class hogi.,O B-PER O B-EVENT O O O O O O O
Ayesha aur Veena Shanzay aj shopping mall gaye - parkingh paid thi.,B-PER O B-PER I-PER O O O O O O O O
Ayesha Subhan ne sports day attend kiya aur report submit ki.,B-PER I-PER O B-EVENT I-EVENT O O O O O O
"International School ka CEO Omar hai aur woh aaj press conference karenge, media invited.",B-ORG I-ORG O O B-PER O O O O O O O O O
Sufyan Sadia aj Bank of Punjab me kaam krta hai aur meeting rakhni thi.,B-PER I-PER O B-ORG I-ORG I-ORG O O O O O O O O
"Arshad (jo Dr. hai) Gulberg se wapas aaega, phir apna laptop check karega.",B-PER O O O B-LOC O O O O O O O O
Lubna Tahir ne tablet ghar bheja; tracking no. ABC123.,B-PER I-PER O B-PRODUCT O O O O O
"Cyrus ne kal Korangi Industrial Area se call ki aur bola, 'main late aaon ga'.",B-PER O O B-LOC I-LOC I-LOC O O O O O O O O O
Shanzay se Lahore se wapas aa rha tha jab traffic jam ho gaya.,B-PER O B-LOC O O O O O O O O O O
Mira aj Bank of Punjab me kaam krta hai aur meeting rakhni thi.,B-PER O B-ORG I-ORG I-ORG O O O O O O O O
Khadija Bushra fruit bana rhi hai kyunki unko healthy rehna hai.,B-PER I-PER O O O O O O O O O
Nadia Junaid ki meeting 15-Aug ko Careem me scheduled hai - confirm karo.,B-PER I-PER O O B-DATE O B-ORG O O O O O O
Shanzay Arshad ki company PTCL ke sath partnership sign kar rahi hai; press release will follow.,B-PER I-PER O O B-ORG O O O O O O O O O O O
"Ghazanfar Farah kal 3-Jan ko concert attend karega, waqt 10:00 AM.",B-PER I-PER O B-DATE O B-EVENT O O O O O
"Waseem Sajid ka address: House No. 5, Old Lahore; phone 042-111222333.",B-PER I-PER O O O O O O O O O
Warda ne seminar attend kiya aur report submit ki.,B-PER O B-EVENT O O O O O O
"Warda aur unki team ne seminar organize kiya, jisme staff shamil thay aur media cover karegi.",B-PER O O O O B-EVENT O O O O O O O O O O
"Jab Zainab ghar pohoncha, usne dekha ke Mahnoor Asad wahan pehle se maujood tha; dono gaye.",O B-PER O O O O O B-PER I-PER O O O O O O O
Erum Shahroz ke pass North Karachi jaegih aur jakr parhai kregi.,B-PER I-PER O O B-LOC I-LOC O O O O O
Nadia Junaid library me assignment likh rhi thi jab bijli chali gayi.,B-PER I-PER O O O O O O O O O O
'Agar tum aa sako to' Anam Ali ne kaha 'kal subha hi chalein'.,O O O O O B-PER I-PER O O O O O O
Yumna aur Tahir aj shopping mall gaye - parking paid thi.,B-PER O B-PER O O O O O O O O
Komal Umair ne Nikon camera ghar bheja; tracking no. ABC123.,B-PER I-PER O B-PRODUCT I-PRODUCT O O O O O
Kya tumne Umair ka message dekha? woh Defense Phase II me hain and unreachable.,O O B-PER O O O O B-LOC I-LOC I-LOC O O O O
"Fahad school ki meeting me shamil tha, principal ne bola.",B-PER O O O O O O O O O
"Asad ne kal Sialkot se call ki aur bola, 'main late aaon ga'.",B-PER O B-DATE B-LOC O O O O O O O O O
Ahmed Shahroz ki tabiyat theek nahi hai - doctor bula lo.,B-PER I-PER O O O O O O O O O
"Phone: car, bought by Sufyan Sadia. Delivery expected next week.",O B-PRODUCT O O B-PER I-PER O O O O
Qudsia Tahir university me khana kha rha tha.,B-PER I-PER O O O O O O
Shanzay Arshad se DHA Karachi se wapas aa rha tha jab traffic jam ho gaya.,B-PER I-PER O B-LOC I-LOC O O O O O O O O O O
Erum aj Metro Hospital me kaam krta haih aur meeting rakhni thi.,B-PER O B-ORG I-ORG O O O O O O O O
City Hospital ka office Model Town Lahore me hai; contact number 0300-1234567.,B-ORG I-ORG O O B-LOC I-LOC I-LOC O O O O O
Yasir se Gulberg se wapas aa rha tha jab traffic jam ho gaya.,B-PER O B-LOC O O O O O O O O O O
"Warda ne apna tablet sell kar diya aur naya phone liya, refund pending.",B-PER O O B-PRODUCT O O O O O O O O O
Bank of Punjab ka office Karachi me hai; contact number 0300-1234567.,B-ORG I-ORG I-ORG O O B-LOC O O O O O
Beenish Ayesha fruit bana rhi hai kyunki unko healthy rehna hai.,B-PER I-PER O O O O O O O O O
Javeria Sana ne apni behn ke liye USB phone kharida aur gift diya.,B-PER I-PER O O O O O B-PRODUCT I-PRODUCT O O O O
Lubna Tahir aj Karachi Press me kaam krta hai aur meeting rakhni thi.,B-PER I-PER O B-ORG I-ORG O O O O O O O O
"Maria ne apna laptop sell kar diya aur naya phone liya, refund pending.",B-PER O O B-PRODUCT O O O O O O O O O
Shameem aur Warda aj market gaye thay; phir cafe me coffee pi.,B-PER O B-PER O O O O O O O O O
Sadia Noreen ne online electric scooter order kiya aur delivery pending hai - tracking shows delay.,B-PER I-PER O O B-PRODUCT I-PRODUCT O O O O O O O O O O
Zeeshan Faisal university me khana kha rha tha.,B-PER I-PER O O O O O O
Qudsia ne Belal ko birthday wish ki via WhatsApp message.,B-PER O B-PER O O O O O O O
Aaj Erum Shahroz ne project submit kiya; supervisor ne appreciate kiya.,O B-PER I-PER O O O O O O O O
Kal Sadia subha blood drive me jaega aur uske baad class hogi.h,O B-PER O B-EVENT I-EVENT O O O O O O O
Nadia ne kaha: 'Main 15-Aug ko wapas aaon ga.' aur sab hans pade.,B-PER O O O O O O O O O O O O
Adeel Hira kal Old Lahore me match dekhne jaega; tickets book karlo.,B-PER I-PER O B-LOC I-LOC O O O O O O O
Zeeshan Rumi - Gulberg - aj; short note.,B-PER I-PER O B-LOC O O O O
"Meeting: National University, 3-Jan. Agenda: performance review.",O B-ORG I-ORG O O O O
"Adeel ne Bashir ko book gift kiya, dono khush.",B-PER O B-PER O B-PRODUCT O O O O
Shameem Javeria library me assignment likh rhi thi jab bijli chali gayi.,B-PER I-PER O O O O O O O O O O
Faisal Fizza ne apni behn ke liye Nikon camera kharida aur gift diya.,B-PER I-PER O O O O O B-PRODUCT I-PRODUCT O O O O
Junaid Zoya library me assignment likh rhi thi jab bijli chali gayi.,B-PER I-PER O O O O O O O O O O
Arsalan Rumi fruit bana rhi hai kyunki unko healthy rehna hai.,B-PER I-PER O O O O O O O O O
Zainab Maria ne wedding attend kiya aur report submit ki.,B-PER I-PER O B-EVENT O O O O O O
"Jab Rimsha Noreen ghar pohoncha, usne dekha ke Rimsha wahan pehle se maujood tha; dono gaye.",O B-PER I-PER O O O O O O O O O O O O O
Haroon Rabia ke pass Faisalabad travel kar rhi hai; accommodation arranged.,B-PER I-PER O O B-LOC O O O O O O
"Waseem Rameez ne apna USB phone sell kar diya aur naya phone liya, refund pending.",B-PER I-PER O O B-PRODUCT I-PRODUCT O O O O O O O O O
"Ghazanfar Farah (jo Dr. hai) Islamabad Sector G-8 se wapas aaega, phir apna laptop check karega.",B-PER I-PER O O O B-LOC I-LOC I-LOC O O O O O O O O
Adeel ne Irfan Sara ko birthday wish ki via WhatsApp message.,B-PER O B-PER I-PER O O O O O O O
Lubna ki tabiyat theek? kal check karwalo; doctor appointment set hai.,B-PER O O O B-DATE O O O O O O
Kya Gulzar ko pata hai ke Islamabad me exam cancel hogaya? ye serious issue hai.,O B-PER O O O O B-LOC O O O O O O O O
PTCL (North Branch) ne notice issue ki - please read.,B-ORG O O O O O O O O O
Bushra ki tabiyat theek? kal check karwalo; doctor appointment set hai.,B-PER O O O O O O O O O O
Maryam se Quetta se wapas aa rha tha jab traffic jam ho gaya.,B-PER O B-LOC O O O O O O O O O O
Hafsa aur Ahmed Sadia aj market gaye thay; phir cafe me coffee pi.,B-PER O B-PER I-PER O O O O O O O O O
Aman Umair aj Bank of Punjab me kaam krta hai aur meeting rakhni thi.,B-PER I-PER O B-ORG I-ORG I-ORG O O O O O O O O
Khadija aj City Hospital me kaam krta hai aur meeting rakhnia thi.,B-PER O B-ORG I-ORG O O O O O O O O
Ahmed Sadia ne final exam attend kiya aur report submit ki.,B-PER I-PER O B-EVENT I-EVENT O O O O O O
"Cyrus Bilqis ka address: House No. 5, Old Lahore; phone 042-111222333.",B-PER I-PER O O O O O O O B-PRODUCT O
Adeel Hira ne camera kharida lekin delivery delay ho gayi.,B-PER I-PER O B-PRODUCT O O O O O O
Nawal ne car ghar bheja; tracking no. ABC123.,B-PER O B-PRODUCT O O O O O
"Saima ne kal Sialkot se call ki aur bola, 'main late aaon ga'.",B-PER O O B-LOC O O O O O O O O O
Mira ki company Sindh Education Board ke sath paartnership sign kar rahi hai; press release will follow.,B-PER O O B-ORG I-ORG I-ORG O O O O O O O O O O O
"Mere walid ki age bari hai, isiye hum fikr me hain.",O O O O O O O O O O O
Sajid ne concert attend kiya aur report submit ki.,B-PER O B-EVENT O O O O O O
Kya tumne Sarfaraz Imran ka message dekha? woh Rawalpindi me hain and unreachable.,O O B-PER I-PER O O O O B-LOC O O O O
Zeeshan Rumi library me assignment likh rhi thi jab bijli chali gayi.,B-PER I-PER O O O O O O O O O O
"Nida Rimsha ka address: House No. 5, Old Lahore; phone 042-111222333.",B-PER I-PER O O O O O O O O O
Erum Shahroz ki company Sindh Education Board ke sath partnership sign kar rahi hai; press release will follow.,B-PER I-PER O O B-ORG I-ORG I-ORG O O O O O O O O O O O
Junaid ki company Careem ke sath partnership sign kar rahi hai; press release will follow.,B-PER O O B-ORG O O O O O O O O O O O
Mehreen ne apna Nikon camera repair karwaya par abhi faulty hai.,B-PER O O B-PRODUCT I-PRODUCT O O O O O O
Omar se Karachi se wapas aa rha tha jab traffic jam ho gaya.,B-PER O B-LOC O O O O O O O O O O
Shehryar ke pass Defense Phase II se wapas aa rha tha jab traffic jam ho gaya.,B-PER O O B-LOC I-LOC I-LOC O O O O O O O O O O
"Veena Shanzay ne apna second-hand laptop sell kar diya aur naya phone liya, refund pending.",B-PER I-PER O O B-PRODUCT I-PRODUCT O O O O O O O O O
"Junaid ki shaadi 15-Aug ko hai, invitation sent.",B-PER O O B-DATE O O O O
Kal Nadia Haroon subha open house me jaega aur uske baad class hogi.,O B-PER I-PER O B-EVENT I-EVENT O O O O O O O
Faisal se Gulberg jaegi aur jakr parhai kregi.,B-PER O B-LOC O O O O O
"Khalid (jo Dr. hai) Lahore se wapas aaega, phir apna laptop check karega.",B-PER O O O B-LOC O O O O O B-PRODUCT O O
"Javeria Yumna aur unki team ne wedding organize kiya, jisme staff shamil thay aur media cover karegi.",B-PER I-PER O O O O B-EVENT O O O O O O O O O O
"Zarah ki shaadi 2023-08-15 ko hai, invitation sent.",B-PER O O B-DATE O O O O
"Adeel Hira ne Rabia ko second-hand laptop gift kiya, dono khush.",B-PER I-PER O B-PER O B-PRODUCT I-PRODUCT O O O O
Rashid Mariam - Faisalabad - aj; short note.,B-PER I-PER O B-LOC O O O O
"Phone: book, bought by Sarfaraz. Delivery expected next week.",O B-PRODUCT O O B-PER O O O O
"Fahad ne kal North Karachi se call ki aur bola, 'main late aaon ga'.",B-PER O O B-LOC I-LOC O O O O O O O O O
Minahil ne wedding attend kiya aur report submit ki.,B-PER O B-EVENT O O O O O O
Hafsa university me khana kha rha tha.,B-PER O O O O O O
International School ka office Defense Phase II me hai; contact number 0300-1234567.,B-ORG I-ORG O O B-LOC I-LOC I-LOC O O O O O
"Bashir Samir school ki meeting me shamil tha, principal ne bola.",B-PER I-PER O O O O O O O O O
"University ka CEO Khadija hai aur woh aaj press conference karenge, media invited.",B-ORG O O B-PER O O O O O O O O O
Laila Danish ne apna Nikon camera repair karwaya par abhi faulty hai.,B-PER I-PER O O B-PRODUCT I-PRODUCT O O O O O O
"Rumi Mira aur unki team ne seminar organize kiya, jisme staff shamil thay aur media cover karegi.",B-PER I-PER O O O O B-EVENT O O O O O O O O O O
